	balance	buyer_account	currency	deposit_bank_no	goods_title	income	iw_account_log_id	memo	merchant_out_order_no	outcome	partner_id	seller_account	seller_fullname	service_fee	service_fee_ratio	sign_product_name	sub_trans_code_msg	total_fee	trade_no	trade_refund_amount	trans_code_msg	trans_date
	3096.01	20880023816163530156	156		广州地铁单程票 1张	6.00	99055391555351		d1c3a8ba1ffd4166b66e565a6e4c736d53	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011221001004350056816272	0.00	转账	2016-01-12 06:36:20
	3104.01	20885027517371930156	156		广州地铁单程票 1张	8.00	98991880333191		db4bc2440e954ed38bd3704a96c9f44993	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011221001004190080210498	0.00	转账	2016-01-12 06:37:58
	3108.01	20888022828816520156	156		广州地铁单程票 1张	4.00	99232126918651		fc07693e079a46fabb67fa45641ec5af52	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011221001004650093779673	0.00	转账	2016-01-12 06:38:12
	3114.01	20880027272827120156	156		广州地铁单程票 1张	6.00	98998262908711		d7cb9f78c07d4dad9259c21a1973196b12	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011221001004710000058430	0.00	转账	2016-01-12 06:43:17
	3121.01	20884021167634400156	156		广州地铁单程票 1张	7.00	99045934849441		6d6b6b8fc70a49eab6a37a050896934040	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	7.00	2016011221001004440063911892	0.00	转账	2016-01-12 06:43:41
	3130.01	20887025092184820156	156		广州地铁单程票 1张	9.00	99312034781481		9bb2e782ec0a454cb7111daba067631c82	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	9.00	2016011221001004480047457153	0.00	转账	2016-01-12 06:44:45
	3136.01	20888020228194240156	156		广州地铁单程票 1张	6.00	98941472294421		bfb84a301c444fdc900af452359763ec24	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011221001004420074987510	0.00	转账	2016-01-12 06:45:04
	3142.01	20882022156793960156	156		广州地铁单程票 1张	6.00	99329273096391		cc1ffd9819ac4d1aa0c2d0703d67affc96	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011221001004390048403520	0.00	转账	2016-01-12 06:45:16
	3147.01	20881127127240270156	156		广州地铁单程票 1张	5.00	99004153705021		eb64dd15ae7d4f4382df56820294243c27	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011221001004020091197811	0.00	转账	2016-01-12 06:48:17
	3149.01	20888124797896470156	156		广州地铁单程票 1张	2.00	99332220578641		2c446ba0394e472fb07c055b3dd5178b47	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011221001004640094986409	0.00	转账	2016-01-12 06:48:50
	3161.01	20889020330179170156	156		广州地铁单程票 2张	12.00	99050814741911		f144c1ea222d4be3892a49d90a87c9b617	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011221001004910073650818	0.00	转账	2016-01-12 06:52:19
	3168.01	20882024632181430156	156		广州地铁单程票 1张	7.00	98986055406141		7c25871e9a1347868bba63a4065a85c943	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	7.00	2016011221001004140087416673	0.00	转账	2016-01-12 06:52:33
	3174.01	20880022517431940156	156		广州地铁单程票 1张	6.00	98991893644191		baf6d8fca01243b6a218c9bab2694bfb94	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011221001004190098012792	0.00	转账	2016-01-12 06:53:01
	3177.01	20880020420983730156	156		广州地铁单程票 1张	3.00	99061423207371		0a5b8971598446e28ab513435a03ebb073	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011221001004370036461842	0.00	转账	2016-01-12 07:04:17
	3179.01	20887028009313700156	156		广州地铁单程票 1张	2.00	99061441247371		7df4e457311248d8a2d6cf5edd96e2de70	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011221001004370033699912	0.00	转账	2016-01-12 07:16:01
	3184.01	20880021454904300156	156		广州地铁单程票 1张	5.00	99318395072431		b80e25d1137f4587a24e8d732cc6b0d330	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011221001004430050699227	0.00	转账	2016-01-12 07:25:46
	3190.01	20885020597443940156	156		广州地铁单程票 1张	6.00	99329346126391		b4fcd3a576714bb880b9de43c33d9aaa94	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011221001004390048178876	0.00	转账	2016-01-12 07:28:02
	3193.01	20883125934659210156	156		广州地铁单程票 1张	3.00	99299823416921		62d7102636fa4011a2d115f4915c154121	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011221001004920090270414	0.00	转账	2016-01-12 07:32:32
	3196.01	20881024220611210156	156		广州地铁单程票 1张	3.00	98941436844121		5f4bc0cb0a9d4684aa479f27c846325821	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011221001004120087290934	0.00	转账	2016-01-12 07:32:52
	3200.01	20880027610257990156	156		广州地铁单程票 1张	4.00	99093423150791		2e78af2f916e429dbaa836380ddd1f5a99	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011221001004790096572529	0.00	转账	2016-01-12 07:38:24
	3204.01	20881225672691630156	156		广州地铁单程票 1张	4.00	98915695297161		acff59ba26964db5a14fd8143bd0d92063	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011221001004160084615540	0.00	转账	2016-01-12 07:39:48
	3207.01	20880025539469010156	156		广州地铁单程票 1张	3.00	99099922452901		be8ea0da12b84def84d4d2c6911bc4ed01	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011221001004900011566702	0.00	转账	2016-01-12 07:40:29
	3212.01	20888023151050720156	156		广州地铁单程票 1张	5.00	99055432720071		6ebe696bf42a48e3ae722d0ffd6ad04572	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011221001004070013628636	0.00	转账	2016-01-12 07:41:12
	3216.01	20882129291476050156	156		广州地铁单程票 1张	4.00	99319236911601		5ce975c76f9244eca22587ee3be6d12705	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011221001004600019136459	0.00	转账	2016-01-12 07:41:35
	3220.01	20880029788162380156	156		广州地铁单程票 1张	4.00	99130279730231		92c4bc1300764b5995e20a4a0ab7560f38	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011221001004230058661097	0.00	转账	2016-01-12 07:46:49
	3226.01	20888020063463350156	156		广州地铁单程票 1张	6.00	99101914212331		ab4dd1f795904734ba6f1227066794bd35	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011221001004330040521816	0.00	转账	2016-01-12 07:48:03
	3231.01	20889023522707780156	156		广州地铁单程票 1张	5.00	98951829412771		b2e11e5d19b849a6931ea267cb46172178	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011221001004770091444500	0.00	转账	2016-01-12 07:52:01
	3235.01	20889025573174320156	156		广州地铁单程票 1张	4.00	99318489795431		6239a647082e484689475a0ffc4fbbd632	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011221001004430049913494	0.00	转账	2016-01-12 08:06:14
	3241.01	20888029337358200156	156		广州地铁单程票 1张	6.00	99283627225821		a8d4c54ac3c84a20a24f345018b6dd4620	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011221001004820067589886	0.00	转账	2016-01-12 08:09:06
	3247.01	20880026599020890156	156		广州地铁单程票 1张	6.00	99009766523081		e0ddc0267ade49328c47c633d689fce689	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011221001004080084047718	0.00	转账	2016-01-12 08:13:34
	3253.01	20881020485026240156	156		广州地铁单程票 1张	6.00	99100757231621		6e978f0309704c82852aa67b51aef11124	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011221001004620090107413	0.00	转账	2016-01-12 08:13:52
